dealer_id,dealer_name,salesman_id,territory_risk_tier,bounce_rate_lifetime,avg_days_late_nonseasonal,payment_volatility,real_exposure_pkr,order_frequency_trend,salesman_default_rate_loo,territory_default_rate_loo,payment_delay_severity,risk_probability,credit_score,risk_flag
D0120,Ph-Gujranwala-0120 Traders,SM008,Medium,0.0,1.0,1.2292725943057183,294943.70303657174,10.0,0.0485033973303768,0.052106245899751005,-0.7022215704407458,0.24373696967558198,835.0,GREEN (Reliable)
D0121,Ph-InteriorPunjab-0121 Traders,SM002,Medium,0.0,10.0,4.933842623179526,268404.81004154985,-0.5,0.038414778032425094,0.052106245899751005,0.13430836155907286,0.6391704645804475,737.0,GREEN (Reliable)
D0122,FM-Peshawar-0122 Traders,SM003,High,0.0,10.0,5.202317038022824,270748.29567871697,-0.375,0.05087287953630459,0.0704023655478718,0.16252260713622965,0.5798510084531978,751.0,GREEN (Reliable)
D0123,FM-Multan-0123 Traders,SM004,Medium,0.0,2.1875,1.5893847208431549,536378.0219151729,0.25,0.05773677530256478,0.052106245899751005,-0.6053697613927356,0.278906902041948,825.0,GREEN (Reliable)
D0124,Te-Karachi-0124 Traders,SM007,Medium,0.0,0.75,1.1821319289469756,65420.141893593805,-0.7,0.031461751367213554,0.052106245899751005,-0.7195982122362693,0.15484404820003472,868.0,GREEN (Reliable)
D0125,Ph-InteriorSindh-0125 Traders,SM005,High,0.2,31.136363636363637,14.883058650109819,297917.1731412651,-0.42105263157894735,0.01856424647761427,0.06527416041966666,2.230154294860916,0.9967998200070971,439.0,RED (High Risk)
D0126,Te-Lahore-0126 Traders,SM001,Low,0.05128205128205128,1.7741935483870968,1.7561560534542722,178431.56200765137,-0.375,0.06847666068156925,0.01699606486466616,-0.6083809278693122,0.15143286979772602,869.0,GREEN (Reliable)
D0127,FM-Rawalpindi-0127 Traders,SM007,Low,0.0,2.7777777777777777,2.083070158815998,381469.24334379047,-0.2727272727272727,0.031461751367213554,0.017698558717844946,-0.5241567671232887,0.39566242064898605,794.0,GREEN (Reliable)
D0128,Ph-Lahore-0128 Traders,SM002,Low,0.0,2.1666666666666665,1.9364916731037085,133424.69252615972,-0.5,0.038414778032425094,0.017698558717844946,-0.5699271587431289,0.23906689073740447,837.0,GREEN (Reliable)
D0129,FM-Lahore-0129 Traders,SM005,Low,0.0,2.1904761904761907,1.422722014672748,57923.57573348603,-0.5714285714285714,0.025015859380840076,0.017698558717844946,-0.6227366244918435,0.23409505000790248,838.0,GREEN (Reliable)
D0130,FM-Karachi-0130 Traders,SM008,Medium,0.2222222222222222,11.666666666666666,5.879747322073336,70437.29934266569,-0.2,0.04176939059637006,0.049989843783348885,0.31653164847829557,0.6190789781091217,742.0,GREEN (Reliable)
D0131,FM-Rawalpindi-0131 Traders,SM006,Low,0.030303030303030304,1.375,1.3912166872805047,215803.93608425886,-0.5,0.03949021606892038,0.017283448713693847,-0.6665688302796905,0.22302533497680302,842.0,GREEN (Reliable)
D0132,Te-Rawalpindi-0132 Traders,SM003,Low,0.027777777777777776,2.129032258064516,1.9415838635401934,246798.58772778057,0.25,0.04994695361037867,0.01731804121403977,-0.5712620814469653,0.24410465114308583,835.0,GREEN (Reliable)
D0133,Te-Gujranwala-0133 Traders,SM007,Medium,0.0,1.8235294117647058,1.416279616889396,32674.545588131266,-0.7333333333333333,0.031461751367213554,0.052106245899751005,-0.6416473683062756,0.17056499671911163,861.0,GREEN (Reliable)
D0134,FM-Peshawar-0134 Traders,SM008,High,0.0,1.7619047619047619,1.786768122219737,211508.90824967079,0.0,0.0485033973303768,0.0704023655478718,-0.6057745086843433,0.17846575735194964,858.0,GREEN (Reliable)
D0135,Ph-Lahore-0135 Traders,SM004,Low,0.0,1.8333333333333333,1.822518197617012,235847.169907159,-0.5454545454545454,0.05773677530256478,0.017698558717844946,-0.5984681882598261,0.20101021301477434,850.0,GREEN (Reliable)
D0136,Ph-Karachi-0136 Traders,SM005,Medium,0.0,2.357142857142857,1.6396358733271998,331934.6088071854,-0.8,0.025015859380840076,0.052106245899751005,-0.5916592081653614,0.3194897266776082,814.0,GREEN (Reliable)
D0137,Ph-InteriorSindh-0137 Traders,SM004,High,0.13333333333333333,15.076923076923077,10.641597142515296,367233.2456932309,-0.5,0.051070108635898115,0.06698356212906838,0.9864159823450276,0.9163754040822022,632.0,AMBER (Moderate)
D0138,Te-Faisalabad-0138 Traders,SM003,Medium,0.0,1.5588235294117647,1.7201012243196958,51397.63136301566,0.5333333333333333,0.05087287953630459,0.052106245899751005,-0.6228717729017541,0.14017683905315895,875.0,GREEN (Reliable)
D0139,Te-Rawalpindi-0139 Traders,SM008,Low,0.0,9.8,6.1539392052518265,111705.79843580147,-0.6666666666666666,0.0485033973303768,0.017698558717844946,0.25259146972734525,0.6276219906255616,740.0,GREEN (Reliable)
D0140,Te-Lahore-0140 Traders,SM005,Low,0.0,1.7419354838709677,1.545023227719748,550849.8685398464,0.46153846153846156,0.025015859380840076,0.017698558717844946,-0.6321720021289007,0.45157976948263334,781.0,GREEN (Reliable)
D0141,Te-Karachi-0141 Traders,SM008,Medium,0.0,1.619047619047619,1.756307314969503,28139.685102211697,-0.14285714285714285,0.0485033973303768,0.052106245899751005,-0.6160742837515101,0.13888436881798222,875.0,GREEN (Reliable)
D0142,FM-Rawalpindi-0142 Traders,SM008,Low,0.0,2.142857142857143,1.8257418583505538,32639.05881241797,0.0,0.0485033973303768,0.017698558717844946,-0.5827490709207535,0.1742868577103996,860.0,GREEN (Reliable)
D0143,Te-Faisalabad-0143 Traders,SM006,Medium,0.0,2.32,2.126635992632799,259654.85114560084,-0.2777777777777778,0.04057246715117146,0.052106245899751005,-0.5423255178431031,0.2586693581465395,831.0,GREEN (Reliable)
D0144,Ph-InteriorSindh-0144 Traders,SM005,High,0.0,2.0,1.5511559096637113,397335.0607818676,1.1111111111111112,0.025015859380840076,0.0704023655478718,-0.6187042019966887,0.3284429076358201,811.0,GREEN (Reliable)
D0145,Ph-Lahore-0145 Traders,SM005,Low,0.1,10.130434782608695,5.4207578238301135,324974.96701696375,-0.42105263157894735,0.021790052929227175,0.016328695704146315,0.19196011556842374,0.7819650374797362,696.0,AMBER (Moderate)
D0146,Ph-Rawalpindi-0146 Traders,SM003,Low,0.0,2.3333333333333335,2.0232168923292906,418837.419885144,14.0,0.05087287953630459,0.017698558717844946,-0.5525313971335256,0.43511076261453907,785.0,GREEN (Reliable)
D0147,Ph-Karachi-0147 Traders,SM004,Medium,0.07407407407407407,2.764705882352941,1.9731531449264992,344614.94530068384,0.07692307692307693,0.05403307159886108,0.051400778527616965,-0.5363576031470506,0.24432725559016916,835.0,GREEN (Reliable)
D0148,FM-Gujranwala-0148 Traders,SM005,Medium,0.0,2.111111111111111,1.378954368902449,170288.143697056,12.0,0.025015859380840076,0.052106245899751005,-0.6312798871117418,0.32999869637144624,811.0,GREEN (Reliable)
D0149,Te-Lahore-0149 Traders,SM005,Low,0.0,1.6818181818181819,1.6412033350858064,45212.176000000014,-0.3157894736842105,0.025015859380840076,0.017698558717844946,-0.6250515866158461,0.23028628105161256,840.0,GREEN (Reliable)
D0150,FM-Lahore-0150 Traders,SM001,Low,0.0,2.3333333333333335,1.599597487248627,255253.9600508001,0.35714285714285715,0.0706134128183214,0.017698558717844946,-0.5970499853690976,0.17600578727260172,859.0,GREEN (Reliable)
D0151,Te-InteriorSindh-0151 Traders,SM003,High,0.08333333333333333,9.777777777777779,4.842989309769892,64677.94619215893,-0.5,0.04809510175852681,0.06826561341111965,0.11371820061641635,0.457366249998542,780.0,GREEN (Reliable)
D0152,Ph-Islamabad-0152 Traders,SM004,Low,0.0,1.4285714285714286,1.7438823185999512,114657.38381710472,-0.625,0.05773677530256478,0.017698558717844946,-0.6268448634526402,0.15592707440171608,867.0,GREEN (Reliable)
D0153,Te-Islamabad-0153 Traders,SM008,Low,0.0,1.3333333333333333,1.6787441193290351,27296.389315372104,0.2,0.0485033973303768,0.017698558717844946,-0.6384227143419205,0.1559650300500611,867.0,GREEN (Reliable)
D0154,Ph-Gujranwala-0154 Traders,SM007,Medium,0.0,1.7142857142857142,1.722731270483888,601533.1274696814,1.3,0.031461751367213554,0.052106245899751005,-0.6148704117642256,0.42068136663368205,788.0,GREEN (Reliable)
D0155,Te-Gujranwala-0155 Traders,SM008,Medium,0.0,12.210526315789474,6.6560521559728105,328168.78940228606,-0.5333333333333333,0.0485033973303768,0.052106245899751005,0.4251388665415773,0.7648977242199138,702.0,GREEN (Reliable)
D0156,FM-Karachi-0156 Traders,SM004,Medium,0.125,8.25,6.604471789556498,223440.09614272453,-0.8571428571428571,0.05148677530256478,0.05091576970927481,0.2229183826672578,0.5979486852304297,747.0,GREEN (Reliable)
D0157,FM-Lahore-0157 Traders,SM005,Low,0.0,2.6363636363636362,1.5406577730392867,106490.48712064615,0.3333333333333333,0.025015859380840076,0.017698558717844946,-0.5881863439293387,0.27364556253897665,826.0,GREEN (Reliable)
D0158,FM-Karachi-0158 Traders,SM007,Medium,0.0,2.6666666666666665,2.46429041972071,76709.50348280814,3.5,0.031461751367213554,0.052106245899751005,-0.4896150950303243,0.2712566714625245,827.0,GREEN (Reliable)
D0159,FM-Faisalabad-0159 Traders,SM005,Medium,0.0,0.8571428571428571,1.0593499054713802,37509.78879053553,0.0,0.025015859380840076,0.052106245899751005,-0.7271775345453779,0.1644086086418166,864.0,GREEN (Reliable)
D0160,Te-Rawalpindi-0160 Traders,SM005,Low,0.0,1.7857142857142858,1.8934009929915634,643106.9775129491,18.0,0.025015859380840076,0.017698558717844946,-0.5933852502796468,0.6702309483453492,729.0,GREEN (Reliable)
D0161,Te-Lahore-0161 Traders,SM002,Low,0.0,2.0714285714285716,1.5839103288458478,346492.4342923551,1.1666666666666667,0.038414778032425094,0.017698558717844946,-0.6117126980889259,0.3157543560712678,815.0,GREEN (Reliable)
D0162,FM-Islamabad-0162 Traders,SM008,Low,0.0,1.0555555555555556,1.6874889770363088,53274.18110898552,-0.6875,0.0485033973303768,0.017698558717844946,-0.6513065773436992,0.15459072429305232,868.0,GREEN (Reliable)
D0163,FM-Gujranwala-0163 Traders,SM006,Medium,0.0,2.0,1.5781242633190171,101794.83300266408,0.1,0.04057246715117146,0.052106245899751005,-0.6158700706576317,0.17900857624997094,858.0,GREEN (Reliable)
D0164,FM-InteriorSindh-0164 Traders,SM003,High,0.09090909090909091,2.0,1.449137674618944,274898.73808016937,-0.625,0.04784257650600156,0.06807136321686946,-0.6294254006575786,0.18443285711579702,856.0,GREEN (Reliable)
D0165,Te-InteriorPunjab-0165 Traders,SM001,Medium,0.05,11.3,5.920526292395581,402113.00088457385,18.0,0.06853007948498806,0.05163005542356053,0.3025973644677666,0.7895282550165497,694.0,AMBER (Moderate)
D0166,Te-Islamabad-0166 Traders,SM002,Low,0.0,9.857142857142858,5.830951894845301,119296.43328548328,-0.5,0.038414778032425094,0.017698558717844946,0.22148785658114048,0.6585773341537116,732.0,GREEN (Reliable)
D0167,FM-Peshawar-0167 Traders,SM006,High,0.15151515151515152,26.91304347826087,18.86052959806741,150202.28504520806,1.0,0.03516121173991605,0.06651736166286791,2.4382925431707654,0.9966275616799054,442.0,RED (High Risk)
D0168,Ph-Karachi-0168 Traders,SM006,Medium,0.0,1.6,1.3801311186847085,612083.1495382686,5.0,0.04057246715117146,0.052106245899751005,-0.6565535000187098,0.3937940756023109,795.0,GREEN (Reliable)
D0169,Te-Multan-0169 Traders,SM003,Medium,0.0,2.1,1.9439254496626546,321637.42528307205,-0.2608695652173913,0.05087287953630459,0.052106245899751005,-0.5724586242362868,0.23326143811205052,839.0,GREEN (Reliable)
D0170,Ph-Multan-0170 Traders,SM004,Medium,0.10810810810810811,12.071428571428571,6.041209491584622,158502.84289221835,1.3636363636363635,0.05233136989715938,0.05107664487014998,0.3536126216267007,0.6552134857568093,733.0,GREEN (Reliable)
D0171,Te-Islamabad-0171 Traders,SM007,Low,0.0,1.5625,2.0713464679952,371245.5762437207,1.0,0.031461751367213554,0.017698558717844946,-0.5857763728615337,0.3678320406327262,801.0,GREEN (Reliable)
D0172,Te-Peshawar-0172 Traders,SM001,High,0.045454545454545456,1.5,1.760681686165901,575008.7722575058,0.0,0.068719473424382,0.06923686438237063,-0.6215300919246017,0.22667190490024564,841.0,GREEN (Reliable)
D0173,FM-Islamabad-0173 Traders,SM005,Low,0.0,1.4545454545454546,1.408308678285174,307622.05024440004,-0.2222222222222222,0.025015859380840076,0.017698558717844946,-0.660819976077047,0.317105029961561,814.0,GREEN (Reliable)
D0174,Te-InteriorSindh-0174 Traders,SM005,High,0.0,1.8095238095238095,2.4138847998278266,581291.2243251917,0.4444444444444444,0.025015859380840076,0.0704023655478718,-0.5375039818475758,0.45364593383706847,781.0,GREEN (Reliable)
D0175,Ph-Faisalabad-0175 Traders,SM001,Medium,0.07692307692307693,1.8,1.5879984667608413,258042.82318902708,-0.14285714285714285,0.06740828461319319,0.051373645167150275,-0.6247704462994683,0.14652083597173537,872.0,GREEN (Reliable)
D0176,Ph-Karachi-0176 Traders,SM002,Medium,0.11764705882352941,25.833333333333332,14.08883380891542,58683.83932551594,0.42857142857142855,0.033708895679483916,0.0509857977204793,1.8831790947658478,0.9867877503562819,521.0,RED (High Risk)
D0177,Ph-Lahore-0177 Traders,SM002,Low,0.0,25.4,13.739404711633812,412289.71029055794,4.0,0.038414778032425094,0.017698558717844946,1.82492476496295,0.9941313899200073,474.0,RED (High Risk)
D0178,FM-Karachi-0178 Traders,SM006,Medium,0.0,1.4615384615384615,1.6888013236829962,29230.53538796499,-0.5217391304347826,0.04057246715117146,0.052106245899751005,-0.6309952377840448,0.15131693956344583,869.0,GREEN (Reliable)
D0179,FM-Rawalpindi-0179 Traders,SM007,Low,0.0,9.222222222222221,6.303438215238834,57359.848716201835,0.0,0.031461751367213554,0.017698558717844946,0.23959250340645044,0.6732439150321671,728.0,GREEN (Reliable)
D0180,Ph-Karachi-0180 Traders,SM005,Medium,0.0,2.090909090909091,1.9277263893659975,130627.1895201025,-0.7083333333333334,0.025015859380840076,0.052106245899751005,-0.5746127299869697,0.24755970247483458,834.0,GREEN (Reliable)
D0181,Ph-Faisalabad-0181 Traders,SM005,Medium,0.11764705882352941,30.666666666666668,15.028096291976558,363315.73227491236,0.125,0.021220792967177837,0.0509857977204793,2.222057049685776,0.9973358127775163,428.0,RED (High Risk)
D0182,Ph-Lahore-0182 Traders,SM003,Low,0.02857142857142857,2.142857142857143,2.0999957558738203,522854.2327219947,0.1875,0.04992049858392364,0.017307169285359626,-0.5539274537110457,0.3669314085099703,801.0,GREEN (Reliable)
D0183,Te-Peshawar-0183 Traders,SM001,High,0.03571428571428571,10.375,6.391099580365952,46205.53487700069,-0.4444444444444444,0.06912531758022615,0.06948661463212089,0.3060868300188518,0.46616006555237655,778.0,GREEN (Reliable)
D0184,Te-InteriorPunjab-0184 Traders,SM007,Medium,0.17647058823529413,29.583333333333332,10.133179100426414,138070.84851506722,0.8333333333333334,0.023058390022675734,0.05042557363084344,1.653814103072699,0.98416964505272,532.0,RED (High Risk)
D0185,Ph-Islamabad-0185 Traders,SM007,Low,0.0,2.6666666666666665,1.8575654633281302,472597.2314247784,1.5,0.031461751367213554,0.017698558717844946,-0.5533764293363941,0.43844857580937746,784.0,GREEN (Reliable)
D0186,Ph-InteriorSindh-0186 Traders,SM006,High,0.1,2.2857142857142856,1.130388330520878,41139.46473493058,8.0,0.037001038579742886,0.06783826298376923,-0.6487258524309352,0.18452506132504634,856.0,GREEN (Reliable)
D0187,Te-InteriorSindh-0187 Traders,SM007,High,0.0,0.7142857142857143,0.4879500364742666,88444.72836862764,7.0,0.031461751367213554,0.0704023655478718,-0.7943251382568921,0.1620560615641501,865.0,GREEN (Reliable)
D0188,Ph-Peshawar-0188 Traders,SM001,High,0.0,2.310344827586207,1.3732131246511903,115407.38641065374,-0.7142857142857143,0.0706134128183214,0.0704023655478718,-0.6219832515222157,0.10075881218889714,896.0,GREEN (Reliable)
D0189,Ph-Lahore-0189 Traders,SM005,Low,0.0,1.411764705882353,1.3890959226126398,46684.996807940646,-0.48,0.025015859380840076,0.017698558717844946,-0.6649648532743833,0.21372479976475092,845.0,GREEN (Reliable)
D0190,Te-Rawalpindi-0190 Traders,SM002,Low,0.0,9.90625,6.266226707353484,70898.04731572127,0.26666666666666666,0.038414778032425094,0.017698558717844946,0.26967147330793784,0.6683870326683222,729.0,GREEN (Reliable)
D0191,Ph-InteriorSindh-0191 Traders,SM005,High,0.037037037037037035,2.0,2.141171498179299,182351.8903735632,-0.5,0.02382111625061308,0.06945269793153751,-0.5566988719228869,0.2610583075309443,830.0,GREEN (Reliable)
D0192,Te-Multan-0192 Traders,SM004,Medium,0.02564102564102564,1.7037037037037037,1.8814434094564731,232918.2286015695,0.05263157894736842,0.056454724020513505,0.05186204565555076,-0.5987170174428514,0.17852701502515247,858.0,GREEN (Reliable)
D0193,Te-Peshawar-0193 Traders,SM001,High,0.25,18.5,19.5021366350801,42341.35692267461,4.0,0.06019674615165473,0.06399210913761538,2.0876727809598243,0.986381714011674,523.0,RED (High Risk)
D0194,FM-Gujranwala-0194 Traders,SM005,Medium,0.0,1.75,1.6362578957724947,36405.46261026072,0.23076923076923078,0.025015859380840076,0.052106245899751005,-0.6221833308897,0.201780127617347,849.0,GREEN (Reliable)
D0195,Ph-Karachi-0195 Traders,SM008,Medium,0.26666666666666666,17.25,17.177681079608135,193687.84358465768,-0.3333333333333333,0.04042258924956872,0.04956656336006846,1.7812805049295442,0.9844311333382336,531.0,RED (High Risk)
D0196,Ph-Karachi-0196 Traders,SM003,Medium,0.0,1.2857142857142858,1.2478553029669976,65065.65912836507,-0.5,0.05087287953630459,0.052106245899751005,-0.6860714583935098,0.12227415903964695,884.0,GREEN (Reliable)
D0197,Ph-Lahore-0197 Traders,SM001,Low,0.0,2.2857142857142856,1.2880570286640687,131624.60786653394,0.0,0.0706134128183214,0.017698558717844946,-0.6321562907770284,0.13204648128091662,879.0,GREEN (Reliable)
D0198,Ph-InteriorSindh-0198 Traders,SM007,High,0.11904761904761904,8.962962962962964,6.068799743798631,123182.60477291537,-0.09090909090909091,0.025792817126850737,0.06734986249536874,0.20205143345156573,0.6386073962208635,737.0,GREEN (Reliable)
D0199,Ph-InteriorSindh-0199 Traders,SM001,High,0.06896551724137931,8.181818181818182,6.282748958293215,448822.3919819404,-0.7391304347826086,0.0677398495999306,0.06863401895193899,0.18572023068752377,0.5960270082214224,747.0,GREEN (Reliable)
D0200,Ph-InteriorPunjab-0200 Traders,SM008,Medium,0.0,1.6666666666666667,1.562128004498679,46180.43688607629,-0.5357142857142857,0.0485033973303768,0.052106245899751005,-0.6341145761885909,0.13646097985279002,876.0,GREEN (Reliable)
D0201,FM-InteriorSindh-0201 Traders,SM005,High,0.0,1.4615384615384615,1.5984195491000022,33356.17313153993,-0.4444444444444444,0.025015859380840076,0.0704023655478718,-0.6404935491418411,0.17617424068948592,859.0,GREEN (Reliable)
D0202,FM-Lahore-0202 Traders,SM002,Low,0.0,1.52,1.53055303488399,354540.4466747056,-0.5263157894736842,0.038414778032425094,0.017698558717844946,-0.6447207361836844,0.2900495617609975,822.0,GREEN (Reliable)
D0203,FM-InteriorSindh-0203 Traders,SM003,High,0.045454545454545456,9.941176470588236,5.06575806389377,112864.93830849837,-0.3076923076923077,0.049357728021153076,0.06923686438237063,0.14524852708854794,0.4974459119955663,771.0,GREEN (Reliable)
D0204,Te-InteriorPunjab-0204 Traders,SM002,Medium,0.0,7.875,4.971027168615266,267822.114930016,-0.75,0.038414778032425094,0.052106245899751005,0.0326241758800667,0.5805086719612895,751.0,GREEN (Reliable)
D0205,Ph-Lahore-0205 Traders,SM007,Low,0.0,1.6,1.2724180205607036,51341.810044507816,-0.8333333333333334,0.031461751367213554,0.017698558717844946,-0.6678731775534235,0.1927985428401353,853.0,GREEN (Reliable)
D0206,FM-Faisalabad-0206 Traders,SM003,Medium,0.21428571428571427,10.3,4.941475672122834,379196.1462540127,0.8,0.04373002239344745,0.05006542957322039,0.1500176247099835,0.6706971651500196,729.0,GREEN (Reliable)
D0207,Ph-InteriorSindh-0207 Traders,SM004,High,0.15151515151515152,23.041666666666668,15.587396550320108,54474.26009440256,0.0625,0.0501610177268072,0.06651736166286791,1.901945724399472,0.9809161229081311,543.0,RED (High Risk)
D0208,Te-Faisalabad-0208 Traders,SM006,Medium,0.14814814814814814,26.647058823529413,12.605601364899295,102683.62008901563,-0.7142857142857143,0.03528146186016617,0.05069531115548293,1.7677389957695853,0.9829138746111821,536.0,RED (High Risk)
D0209,FM-InteriorSindh-0209 Traders,SM005,High,0.0,1.7647058823529411,1.5264551613058028,223683.0311067119,-0.6153846153846154,0.025015859380840076,0.0704023655478718,-0.6329918702872115,0.23969281524187705,837.0,GREEN (Reliable)
D0210,FM-Karachi-0210 Traders,SM004,Medium,0.0,1.6666666666666667,1.5366550286574245,63944.17074851137,-0.4166666666666667,0.05773677530256478,0.052106245899751005,-0.6367915567730746,0.12107135544705748,884.0,GREEN (Reliable)
D0211,Ph-Faisalabad-0211 Traders,SM008,Medium,0.0,1.6521739130434783,1.7916472867168918,35142.19152218443,1.125,0.0485033973303768,0.052106245899751005,-0.610714314257224,0.14771197236485117,871.0,GREEN (Reliable)
D0212,FM-Peshawar-0212 Traders,SM002,High,0.15,19.9,15.789516253812584,245923.45958984384,-0.18181818181818182,0.03241477803242509,0.06655621170171795,1.7670762398693864,0.9869257747797977,520.0,RED (High Risk)
D0213,Te-Faisalabad-0213 Traders,SM008,Medium,0.027777777777777776,1.8571428571428572,2.1111946516469904,29614.194572495693,0.11764705882352941,0.04766164648862596,0.05184169563520074,-0.5669477870727195,0.15567288460770287,867.0,GREEN (Reliable)
D0214,Ph-Karachi-0214 Traders,SM002,Medium,0.0,0.3333333333333333,0.5773502691896258,661176.5271182362,3.0,0.038414778032425094,0.052106245899751005,-0.8038596268555332,0.3297665300068876,811.0,GREEN (Reliable)
D0215,Te-InteriorPunjab-0215 Traders,SM001,Medium,0.23529411764705882,34.18181818181818,15.818392410783671,236617.28022013573,-0.38095238095238093,0.060809491249693946,0.04986534954120759,2.4797790931273216,0.9958867380429794,453.0,RED (High Risk)
D0216,Ph-Rawalpindi-0216 Traders,SM002,Low,0.0,1.9523809523809523,1.5617789341495933,341261.0647301927,-0.5263157894736842,0.038414778032425094,0.017698558717844946,-0.6199540237890504,0.2965530489035372,820.0,GREEN (Reliable)
D0217,Te-Karachi-0217 Traders,SM008,Medium,0.0,1.6428571428571428,1.6763879860706166,66063.08468869167,-0.6470588235294118,0.0485033973303768,0.052106245899751005,-0.6232899831508577,0.1437561412321579,873.0,GREEN (Reliable)
D0218,Ph-Karachi-0218 Traders,SM007,Medium,0.0,2.25,1.7986923354612536,77970.10445957995,0.8333333333333334,0.031461751367213554,0.052106245899751005,-0.580267768708775,0.21539424355126296,845.0,GREEN (Reliable)
D0219,Ph-Karachi-0219 Traders,SM003,Medium,0.0,0.5,0.9374368665610922,263855.6158589572,2.0,0.05087287953630459,0.052106245899751005,-0.7577360437929259,0.16050236959904854,865.0,GREEN (Reliable)
D0220,Ph-InteriorSindh-0220 Traders,SM005,High,0.0,2.5,1.4433756729740645,274898.73808016937,-0.2857142857142857,0.025015859380840076,0.0704023655478718,-0.6051857712233957,0.27361195864384114,826.0,GREEN (Reliable)
