domain,schema,table,table_purpose,column,data_type,nullable,default,primary_key,unique,references,introduced_by
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,grading_policy_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,minimum_cgpa,"numeric(5, 2)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,maximum_cgpa,"numeric(5, 2)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,standing_code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,standing_label,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,at_risk,boolean,false,FALSE,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,display_order,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_standing_rules,Stores academic standing rules records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,code,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,name,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,starts_on,date,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,ends_on,date,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,status,public.record_status,false,'draft',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,academic_years,Stores academic years records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,grading_policy_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,name,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,weight_percent,"numeric(6, 3)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,sequence_number,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,required,boolean,false,TRUE,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessment_components,Stores assessment components records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,campus_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,offering_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,section_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,component_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,title,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,maximum_marks,"numeric(8, 2)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,due_at,timestamptz,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,sequence_number,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,assessments,Stores assessments records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,id,uuid,false,gen_random_uuid(),true,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,role_assignment_id,uuid,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,institution_id,uuid,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,campus_id,uuid,false,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,status,public.assignment_status,false,'active',false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,valid_from,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,valid_to,timestamptz,true,,false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,created_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Identity & authorization,public,campus_assignments,Explicit campus scope for staff roles.,updated_by,uuid,true,,false,false,auth.users(id),20260717000200_phase2_identity_and_authorization.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,id,uuid,false,gen_random_uuid(),true,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,code,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,name,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,timezone,text,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,address_line,text,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,city,text,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,country_code,text,false,'PK',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,status,public.record_status,false,'active',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,created_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,campuses,Institution-owned campuses and campus-level scope.,updated_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Curriculum & scheduling,public,course_equivalencies,Stores course equivalencies records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_equivalencies,Stores course equivalencies records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_equivalencies,Stores course equivalencies records for the academic operations model.,course_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_equivalencies,Stores course equivalencies records for the academic operations model.,equivalent_course_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_equivalencies,Stores course equivalencies records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_equivalencies,Stores course equivalencies records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,campus_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,term_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,course_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,program_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,grading_policy_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,enrollment_policy_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,offering_code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,status,public.offering_status,false,'planned',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_offerings,Stores course offerings records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,course_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,prerequisite_course_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,minimum_letter_grade,text,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,minimum_grade_point,"numeric(5, 2)",true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,rule_group,integer,false,1,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,course_prerequisites,Stores course prerequisites records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Marks & results,public,course_results,Calculated course grade and grade point.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,campus_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,student_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,term_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,course_offering_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,enrollment_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,grading_policy_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,total_score,"numeric(7, 3)",true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,letter_grade,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,grade_point,"numeric(5, 2)",true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,credit_hours,"numeric(5, 2)",false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,outcome_code,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,result_status,public.result_status,false,'calculated',false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,calculation_version,integer,false,1,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,correlation_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,calculated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,approved_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,published_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,course_results,Calculated course grade and grade point.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,department_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,title,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,course_kind,public.course_kind,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,credit_hours,"numeric(5, 2)",false,0,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,subject_load,"numeric(5, 2)",false,1,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,level_number,integer,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,metadata,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Curriculum & scheduling,public,courses,Stores courses records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,campus_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,student_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,program_registration_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,attempted_credits,"numeric(10, 2)",false,0,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,earned_credits,"numeric(10, 2)",false,0,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,quality_points,"numeric(12, 3)",false,0,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,cgpa,"numeric(5, 3)",true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,standing_code,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,at_risk,boolean,false,FALSE,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,last_term_id,uuid,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,correlation_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,calculated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,cumulative_results,Program-level CGPA and standing.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,code,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,name,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,departments,Stores departments records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,program_id,uuid,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,document_code,text,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,document_name,text,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,required_for_enrollment,boolean,false,TRUE,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,valid_for_days,integer,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,status,public.record_status,false,'active',false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Students & documents,public,document_requirements,Stores document requirements records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,enrollment_request_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,enrollment_request_item_id,uuid,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,decision,public.enrollment_outcome,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,decision_code,text,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,decision_reason,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,evidence,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,decided_by,uuid,true,,false,false,auth.users(id),20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,decided_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,correlation_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_decisions,Stores enrollment decisions records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
